name,company_or_project,title,segment,location,company_url,contact_url,public_business_phone,phone_type,phone_source_url,phone_research_url,public_email,linkedin_or_search_url,source_url,notes,confidence
Exa Technical founder or CTO,Exa,Technical founder or CTO,Search API for AI agents,"San Francisco, CA",https://exa.ai,https://exa.ai/contact,,,,https://www.google.com/search?q=Exa%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Exa%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Exa%20Technical%20founder%20or%20CTO%20Search%20API%20for%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Firecrawl Founder or CEO,Firecrawl,Founder or CEO,Web data extraction for agents,"San Francisco, CA",https://www.firecrawl.dev,https://www.firecrawl.dev/contact,,,,https://www.google.com/search?q=Firecrawl%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Firecrawl%20Founder%20or%20CEO,https://www.google.com/search?q=Firecrawl%20Founder%20or%20CEO%20Web%20data%20extraction%20for%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Firecrawl Technical founder or CTO,Firecrawl,Technical founder or CTO,Web data extraction for agents,"San Francisco, CA",https://www.firecrawl.dev,https://www.firecrawl.dev/contact,,,,https://www.google.com/search?q=Firecrawl%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Firecrawl%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Firecrawl%20Technical%20founder%20or%20CTO%20Web%20data%20extraction%20for%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Stagehand Founder or CEO,Stagehand,Founder or CEO,Browser automation SDK,"San Francisco, CA",https://www.stagehand.dev,https://www.stagehand.dev/contact,,,,https://www.google.com/search?q=Stagehand%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Stagehand%20Founder%20or%20CEO,https://www.google.com/search?q=Stagehand%20Founder%20or%20CEO%20Browser%20automation%20SDK,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Stagehand Technical founder or CTO,Stagehand,Technical founder or CTO,Browser automation SDK,"San Francisco, CA",https://www.stagehand.dev,https://www.stagehand.dev/contact,,,,https://www.google.com/search?q=Stagehand%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Stagehand%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Stagehand%20Technical%20founder%20or%20CTO%20Browser%20automation%20SDK,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Pipedream Founder or CEO,Pipedream,Founder or CEO,Workflow automation for AI agents,"San Francisco, CA",https://pipedream.com,https://pipedream.com/contact,,,,https://www.google.com/search?q=Pipedream%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Pipedream%20Founder%20or%20CEO,https://www.google.com/search?q=Pipedream%20Founder%20or%20CEO%20Workflow%20automation%20for%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Pipedream Technical founder or CTO,Pipedream,Technical founder or CTO,Workflow automation for AI agents,"San Francisco, CA",https://pipedream.com,https://pipedream.com/contact,,,,https://www.google.com/search?q=Pipedream%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Pipedream%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Pipedream%20Technical%20founder%20or%20CTO%20Workflow%20automation%20for%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Bardeen Founder or CEO,Bardeen,Founder or CEO,Browser automation AI agents,"San Francisco, CA",https://www.bardeen.ai,https://www.bardeen.ai/contact,,,,https://www.google.com/search?q=Bardeen%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Bardeen%20Founder%20or%20CEO,https://www.google.com/search?q=Bardeen%20Founder%20or%20CEO%20Browser%20automation%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Bardeen Technical founder or CTO,Bardeen,Technical founder or CTO,Browser automation AI agents,"San Francisco, CA",https://www.bardeen.ai,https://www.bardeen.ai/contact,,,,https://www.google.com/search?q=Bardeen%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Bardeen%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Bardeen%20Technical%20founder%20or%20CTO%20Browser%20automation%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Cogram Founder or CEO,Cogram,Founder or CEO,AI meeting/workflow agents,"New York, NY",https://www.cogram.com,https://www.cogram.com/contact,,,,https://www.google.com/search?q=Cogram%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Cogram%20Founder%20or%20CEO,https://www.google.com/search?q=Cogram%20Founder%20or%20CEO%20AI%20meeting%2Fworkflow%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Cogram Technical founder or CTO,Cogram,Technical founder or CTO,AI meeting/workflow agents,"New York, NY",https://www.cogram.com,https://www.cogram.com/contact,,,,https://www.google.com/search?q=Cogram%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Cogram%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Cogram%20Technical%20founder%20or%20CTO%20AI%20meeting%2Fworkflow%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Tusk Founder or CEO,Tusk,Founder or CEO,AI coding agents for tickets,"San Francisco, CA",https://www.usetusk.ai,https://www.usetusk.ai/contact,,,,https://www.google.com/search?q=Tusk%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Tusk%20Founder%20or%20CEO,https://www.google.com/search?q=Tusk%20Founder%20or%20CEO%20AI%20coding%20agents%20for%20tickets,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Tusk Technical founder or CTO,Tusk,Technical founder or CTO,AI coding agents for tickets,"San Francisco, CA",https://www.usetusk.ai,https://www.usetusk.ai/contact,,,,https://www.google.com/search?q=Tusk%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Tusk%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Tusk%20Technical%20founder%20or%20CTO%20AI%20coding%20agents%20for%20tickets,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Sweep AI Founder or CEO,Sweep AI,Founder or CEO,AI coding agent,"San Francisco, CA",https://sweep.dev,https://sweep.dev/contact,,,,https://www.google.com/search?q=Sweep%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Sweep%20AI%20Founder%20or%20CEO,https://www.google.com/search?q=Sweep%20AI%20Founder%20or%20CEO%20AI%20coding%20agent,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Sweep AI Technical founder or CTO,Sweep AI,Technical founder or CTO,AI coding agent,"San Francisco, CA",https://sweep.dev,https://sweep.dev/contact,,,,https://www.google.com/search?q=Sweep%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Sweep%20AI%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Sweep%20AI%20Technical%20founder%20or%20CTO%20AI%20coding%20agent,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Codegen Founder or CEO,Codegen,Founder or CEO,AI software engineering agents,"San Francisco, CA",https://www.codegen.com,https://www.codegen.com/contact,,,,https://www.google.com/search?q=Codegen%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Codegen%20Founder%20or%20CEO,https://www.google.com/search?q=Codegen%20Founder%20or%20CEO%20AI%20software%20engineering%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Codegen Technical founder or CTO,Codegen,Technical founder or CTO,AI software engineering agents,"San Francisco, CA",https://www.codegen.com,https://www.codegen.com/contact,,,,https://www.google.com/search?q=Codegen%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Codegen%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Codegen%20Technical%20founder%20or%20CTO%20AI%20software%20engineering%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Mutable AI Founder or CEO,Mutable AI,Founder or CEO,AI software automation,"San Francisco, CA",https://mutable.ai,https://mutable.ai/contact,,,,https://www.google.com/search?q=Mutable%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Mutable%20AI%20Founder%20or%20CEO,https://www.google.com/search?q=Mutable%20AI%20Founder%20or%20CEO%20AI%20software%20automation,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Mutable AI Technical founder or CTO,Mutable AI,Technical founder or CTO,AI software automation,"San Francisco, CA",https://mutable.ai,https://mutable.ai/contact,,,,https://www.google.com/search?q=Mutable%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Mutable%20AI%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Mutable%20AI%20Technical%20founder%20or%20CTO%20AI%20software%20automation,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Pythagora Founder or CEO,Pythagora,Founder or CEO,AI dev agent,"San Francisco, CA",https://www.pythagora.ai,https://www.pythagora.ai/contact,,,,https://www.google.com/search?q=Pythagora%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Pythagora%20Founder%20or%20CEO,https://www.google.com/search?q=Pythagora%20Founder%20or%20CEO%20AI%20dev%20agent,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Pythagora Technical founder or CTO,Pythagora,Technical founder or CTO,AI dev agent,"San Francisco, CA",https://www.pythagora.ai,https://www.pythagora.ai/contact,,,,https://www.google.com/search?q=Pythagora%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Pythagora%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Pythagora%20Technical%20founder%20or%20CTO%20AI%20dev%20agent,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Bland AI Founder or CEO,Bland AI,Founder or CEO,Phone call AI agents,"San Francisco, CA",https://www.bland.ai,https://www.bland.ai/contact,,,,https://www.google.com/search?q=Bland%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Bland%20AI%20Founder%20or%20CEO,https://www.google.com/search?q=Bland%20AI%20Founder%20or%20CEO%20Phone%20call%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Bland AI Technical founder or CTO,Bland AI,Technical founder or CTO,Phone call AI agents,"San Francisco, CA",https://www.bland.ai,https://www.bland.ai/contact,,,,https://www.google.com/search?q=Bland%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Bland%20AI%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Bland%20AI%20Technical%20founder%20or%20CTO%20Phone%20call%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Synthflow Founder or CEO,Synthflow,Founder or CEO,Voice AI agents,US/remote,https://synthflow.ai,https://synthflow.ai/contact,,,,https://www.google.com/search?q=Synthflow%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Synthflow%20Founder%20or%20CEO,https://www.google.com/search?q=Synthflow%20Founder%20or%20CEO%20Voice%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Synthflow Technical founder or CTO,Synthflow,Technical founder or CTO,Voice AI agents,US/remote,https://synthflow.ai,https://synthflow.ai/contact,,,,https://www.google.com/search?q=Synthflow%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Synthflow%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Synthflow%20Technical%20founder%20or%20CTO%20Voice%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Air AI Founder or CEO,Air AI,Founder or CEO,Sales/customer voice agents,Arizona / US,https://www.air.ai,https://www.air.ai/contact,,,,https://www.google.com/search?q=Air%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Air%20AI%20Founder%20or%20CEO,https://www.google.com/search?q=Air%20AI%20Founder%20or%20CEO%20Sales%2Fcustomer%20voice%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Air AI Technical founder or CTO,Air AI,Technical founder or CTO,Sales/customer voice agents,Arizona / US,https://www.air.ai,https://www.air.ai/contact,,,,https://www.google.com/search?q=Air%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Air%20AI%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Air%20AI%20Technical%20founder%20or%20CTO%20Sales%2Fcustomer%20voice%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
HappyRobot Founder or CEO,HappyRobot,Founder or CEO,Voice AI agents for logistics,"San Francisco, CA",https://www.happyrobot.ai,https://www.happyrobot.ai/contact,,,,https://www.google.com/search?q=HappyRobot%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=HappyRobot%20Founder%20or%20CEO,https://www.google.com/search?q=HappyRobot%20Founder%20or%20CEO%20Voice%20AI%20agents%20for%20logistics,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
HappyRobot Technical founder or CTO,HappyRobot,Technical founder or CTO,Voice AI agents for logistics,"San Francisco, CA",https://www.happyrobot.ai,https://www.happyrobot.ai/contact,,,,https://www.google.com/search?q=HappyRobot%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=HappyRobot%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=HappyRobot%20Technical%20founder%20or%20CTO%20Voice%20AI%20agents%20for%20logistics,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Toma Founder or CEO,Toma,Founder or CEO,AI agents for auto dealerships,"San Francisco, CA",https://www.toma.com,https://www.toma.com/contact,,,,https://www.google.com/search?q=Toma%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Toma%20Founder%20or%20CEO,https://www.google.com/search?q=Toma%20Founder%20or%20CEO%20AI%20agents%20for%20auto%20dealerships,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Toma Technical founder or CTO,Toma,Technical founder or CTO,AI agents for auto dealerships,"San Francisco, CA",https://www.toma.com,https://www.toma.com/contact,,,,https://www.google.com/search?q=Toma%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Toma%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Toma%20Technical%20founder%20or%20CTO%20AI%20agents%20for%20auto%20dealerships,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Artisan Founder or CEO,Artisan,Founder or CEO,AI sales employees,"San Francisco, CA",https://www.artisan.co,https://www.artisan.co/contact,,,,https://www.google.com/search?q=Artisan%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Artisan%20Founder%20or%20CEO,https://www.google.com/search?q=Artisan%20Founder%20or%20CEO%20AI%20sales%20employees,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Artisan Technical founder or CTO,Artisan,Technical founder or CTO,AI sales employees,"San Francisco, CA",https://www.artisan.co,https://www.artisan.co/contact,,,,https://www.google.com/search?q=Artisan%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Artisan%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Artisan%20Technical%20founder%20or%20CTO%20AI%20sales%20employees,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
11x Founder or CEO,11x,Founder or CEO,AI SDR agents,"San Francisco, CA",https://www.11x.ai,https://www.11x.ai/contact,,,,https://www.google.com/search?q=11x%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=11x%20Founder%20or%20CEO,https://www.google.com/search?q=11x%20Founder%20or%20CEO%20AI%20SDR%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
11x Technical founder or CTO,11x,Technical founder or CTO,AI SDR agents,"San Francisco, CA",https://www.11x.ai,https://www.11x.ai/contact,,,,https://www.google.com/search?q=11x%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=11x%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=11x%20Technical%20founder%20or%20CTO%20AI%20SDR%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Clay Founder or CEO,Clay,Founder or CEO,GTM automation / AI agents,"New York, NY",https://www.clay.com,https://www.clay.com/contact,,,,https://www.google.com/search?q=Clay%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Clay%20Founder%20or%20CEO,https://www.google.com/search?q=Clay%20Founder%20or%20CEO%20GTM%20automation%20%2F%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Clay Technical founder or CTO,Clay,Technical founder or CTO,GTM automation / AI agents,"New York, NY",https://www.clay.com,https://www.clay.com/contact,,,,https://www.google.com/search?q=Clay%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Clay%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Clay%20Technical%20founder%20or%20CTO%20GTM%20automation%20%2F%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Cargo Founder or CEO,Cargo,Founder or CEO,GTM AI automation,"San Francisco, CA",https://www.getcargo.io,https://www.getcargo.io/contact,,,,https://www.google.com/search?q=Cargo%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Cargo%20Founder%20or%20CEO,https://www.google.com/search?q=Cargo%20Founder%20or%20CEO%20GTM%20AI%20automation,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Cargo Technical founder or CTO,Cargo,Technical founder or CTO,GTM AI automation,"San Francisco, CA",https://www.getcargo.io,https://www.getcargo.io/contact,,,,https://www.google.com/search?q=Cargo%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Cargo%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Cargo%20Technical%20founder%20or%20CTO%20GTM%20AI%20automation,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Common Room Founder or CEO,Common Room,Founder or CEO,AI GTM automation,"Seattle, WA",https://www.commonroom.io,https://www.commonroom.io/contact,,,,https://www.google.com/search?q=Common%20Room%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Common%20Room%20Founder%20or%20CEO,https://www.google.com/search?q=Common%20Room%20Founder%20or%20CEO%20AI%20GTM%20automation,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Common Room Technical founder or CTO,Common Room,Technical founder or CTO,AI GTM automation,"Seattle, WA",https://www.commonroom.io,https://www.commonroom.io/contact,,,,https://www.google.com/search?q=Common%20Room%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Common%20Room%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Common%20Room%20Technical%20founder%20or%20CTO%20AI%20GTM%20automation,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Qualified Founder or CEO,Qualified,Founder or CEO,AI SDR agents,"San Francisco, CA",https://www.qualified.com,https://www.qualified.com/contact,,,,https://www.google.com/search?q=Qualified%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Qualified%20Founder%20or%20CEO,https://www.google.com/search?q=Qualified%20Founder%20or%20CEO%20AI%20SDR%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Qualified Technical founder or CTO,Qualified,Technical founder or CTO,AI SDR agents,"San Francisco, CA",https://www.qualified.com,https://www.qualified.com/contact,,,,https://www.google.com/search?q=Qualified%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Qualified%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Qualified%20Technical%20founder%20or%20CTO%20AI%20SDR%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Conversica Founder or CEO,Conversica,Founder or CEO,Revenue AI assistants,"Foster City, CA",https://www.conversica.com,https://www.conversica.com/contact,,,,https://www.google.com/search?q=Conversica%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Conversica%20Founder%20or%20CEO,https://www.google.com/search?q=Conversica%20Founder%20or%20CEO%20Revenue%20AI%20assistants,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Conversica Technical founder or CTO,Conversica,Technical founder or CTO,Revenue AI assistants,"Foster City, CA",https://www.conversica.com,https://www.conversica.com/contact,,,,https://www.google.com/search?q=Conversica%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Conversica%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Conversica%20Technical%20founder%20or%20CTO%20Revenue%20AI%20assistants,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Aisera Founder or CEO,Aisera,Founder or CEO,Enterprise AI service agents,"Palo Alto, CA",https://aisera.com,https://aisera.com/contact,,,,https://www.google.com/search?q=Aisera%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Aisera%20Founder%20or%20CEO,https://www.google.com/search?q=Aisera%20Founder%20or%20CEO%20Enterprise%20AI%20service%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Aisera Technical founder or CTO,Aisera,Technical founder or CTO,Enterprise AI service agents,"Palo Alto, CA",https://aisera.com,https://aisera.com/contact,,,,https://www.google.com/search?q=Aisera%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Aisera%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Aisera%20Technical%20founder%20or%20CTO%20Enterprise%20AI%20service%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Moveworks Founder or CEO,Moveworks,Founder or CEO,Enterprise AI support agents,"Mountain View, CA",https://www.moveworks.com,https://www.moveworks.com/contact,,,,https://www.google.com/search?q=Moveworks%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Moveworks%20Founder%20or%20CEO,https://www.google.com/search?q=Moveworks%20Founder%20or%20CEO%20Enterprise%20AI%20support%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Moveworks Technical founder or CTO,Moveworks,Technical founder or CTO,Enterprise AI support agents,"Mountain View, CA",https://www.moveworks.com,https://www.moveworks.com/contact,,,,https://www.google.com/search?q=Moveworks%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Moveworks%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Moveworks%20Technical%20founder%20or%20CTO%20Enterprise%20AI%20support%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Sierra Founder or CEO,Sierra,Founder or CEO,Customer service AI agents,"San Francisco, CA",https://sierra.ai,https://sierra.ai/contact,,,,https://www.google.com/search?q=Sierra%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Sierra%20Founder%20or%20CEO,https://www.google.com/search?q=Sierra%20Founder%20or%20CEO%20Customer%20service%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Sierra Technical founder or CTO,Sierra,Technical founder or CTO,Customer service AI agents,"San Francisco, CA",https://sierra.ai,https://sierra.ai/contact,,,,https://www.google.com/search?q=Sierra%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Sierra%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Sierra%20Technical%20founder%20or%20CTO%20Customer%20service%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Maven AGI Founder or CEO,Maven AGI,Founder or CEO,AI support agents,"Boston, MA",https://www.mavenagi.com,https://www.mavenagi.com/contact,,,,https://www.google.com/search?q=Maven%20AGI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Maven%20AGI%20Founder%20or%20CEO,https://www.google.com/search?q=Maven%20AGI%20Founder%20or%20CEO%20AI%20support%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Maven AGI Technical founder or CTO,Maven AGI,Technical founder or CTO,AI support agents,"Boston, MA",https://www.mavenagi.com,https://www.mavenagi.com/contact,,,,https://www.google.com/search?q=Maven%20AGI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Maven%20AGI%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Maven%20AGI%20Technical%20founder%20or%20CTO%20AI%20support%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Resolve AI Founder or CEO,Resolve AI,Founder or CEO,AI production support agents,"San Francisco, CA",https://resolve.ai,https://resolve.ai/contact,,,,https://www.google.com/search?q=Resolve%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Resolve%20AI%20Founder%20or%20CEO,https://www.google.com/search?q=Resolve%20AI%20Founder%20or%20CEO%20AI%20production%20support%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
Resolve AI Technical founder or CTO,Resolve AI,Technical founder or CTO,AI production support agents,"San Francisco, CA",https://resolve.ai,https://resolve.ai/contact,,,,https://www.google.com/search?q=Resolve%20AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Resolve%20AI%20Technical%20founder%20or%20CTO,https://www.google.com/search?q=Resolve%20AI%20Technical%20founder%20or%20CTO%20AI%20production%20support%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Low
Observe.AI Founder or CEO,Observe.AI,Founder or CEO,Contact center AI agents,"San Francisco, CA",https://www.observe.ai,https://www.observe.ai/contact,,,,https://www.google.com/search?q=Observe.AI%20phone%20number%20contact%20founder%20AI%20agent,,https://www.linkedin.com/search/results/people/?keywords=Observe.AI%20Founder%20or%20CEO,https://www.google.com/search?q=Observe.AI%20Founder%20or%20CEO%20Contact%20center%20AI%20agents,Company-level prospect row for pulling a less-mainstream founder/operator via LinkedIn/company contact,Medium
